user ,photo,created time,following or not,like type
70,124,13-04-2023 08:04,yes,heart emoji
70,127,13-04-2023 08:04,no,thumbs up
70,143,13-04-2023 08:04,yes,laughing
70,144,13-04-2023 08:04,yes,fire
70,145,13-04-2023 08:04,no,clap
70,152,13-04-2023 08:04,yes,heart emoji
70,155,13-04-2023 08:04,yes,thumbs up
70,162,13-04-2023 08:04,no,laughing
70,164,13-04-2023 08:04,yes,fire
70,166,13-04-2023 08:04,yes,clap
70,173,13-04-2023 08:04,no,heart emoji
70,175,13-04-2023 08:04,yes,thumbs up
70,176,13-04-2023 08:04,yes,laughing
70,177,13-04-2023 08:04,no,fire
70,185,13-04-2023 08:04,yes,clap
70,186,13-04-2023 08:04,yes,heart emoji
70,189,13-04-2023 08:04,no,thumbs up
70,192,13-04-2023 08:04,yes,laughing
70,200,13-04-2023 08:04,yes,fire
70,202,13-04-2023 08:04,no,clap
70,203,13-04-2023 08:04,yes,heart emoji
70,205,13-04-2023 08:04,yes,thumbs up
70,206,13-04-2023 08:04,no,laughing
70,215,13-04-2023 08:04,yes,fire
70,218,13-04-2023 08:04,yes,clap
70,220,13-04-2023 08:04,no,heart emoji
70,222,13-04-2023 08:04,yes,thumbs up
70,223,13-04-2023 08:04,yes,laughing
70,224,13-04-2023 08:04,no,fire
70,227,13-04-2023 08:04,yes,clap
70,232,13-04-2023 08:04,yes,heart emoji
70,245,13-04-2023 08:04,no,thumbs up
70,247,13-04-2023 08:04,yes,laughing
70,248,13-04-2023 08:04,yes,fire
70,250,13-04-2023 08:04,no,clap
70,252,13-04-2023 08:04,yes,heart emoji
70,253,13-04-2023 08:04,yes,thumbs up
70,254,13-04-2023 08:04,no,laughing
70,255,13-04-2023 08:04,yes,fire
70,257,13-04-2023 08:04,yes,clap
71,1,13-04-2023 08:04,no,heart emoji
71,2,13-04-2023 08:04,yes,thumbs up
71,3,13-04-2023 08:04,yes,laughing
71,4,13-04-2023 08:04,no,fire
71,5,13-04-2023 08:04,yes,clap
71,6,13-04-2023 08:04,yes,heart emoji
71,7,13-04-2023 08:04,no,thumbs up
71,8,13-04-2023 08:04,yes,laughing
71,9,13-04-2023 08:04,yes,fire
71,10,13-04-2023 08:04,no,clap
71,11,13-04-2023 08:04,yes,heart emoji
71,12,13-04-2023 08:04,yes,thumbs up
71,13,13-04-2023 08:04,no,laughing
71,14,13-04-2023 08:04,yes,fire
71,15,13-04-2023 08:04,yes,clap
71,16,13-04-2023 08:04,no,heart emoji
71,17,13-04-2023 08:04,yes,thumbs up
71,18,13-04-2023 08:04,yes,laughing
71,19,13-04-2023 08:04,no,fire
71,20,13-04-2023 08:04,yes,clap
71,21,13-04-2023 08:04,yes,heart emoji
71,22,13-04-2023 08:04,no,thumbs up
71,23,13-04-2023 08:04,yes,laughing
71,24,13-04-2023 08:04,yes,fire
71,25,13-04-2023 08:04,no,clap
71,26,13-04-2023 08:04,yes,heart emoji
71,27,13-04-2023 08:04,yes,thumbs up
71,28,13-04-2023 08:04,no,laughing
71,29,13-04-2023 08:04,yes,fire
71,30,13-04-2023 08:04,yes,clap
71,31,13-04-2023 08:04,no,heart emoji
71,32,13-04-2023 08:04,yes,thumbs up
71,33,13-04-2023 08:04,yes,laughing
71,34,13-04-2023 08:04,no,fire
71,35,13-04-2023 08:04,yes,clap
71,36,13-04-2023 08:04,yes,heart emoji
71,37,13-04-2023 08:04,no,thumbs up
71,38,13-04-2023 08:04,yes,laughing
71,39,13-04-2023 08:04,yes,fire
71,40,13-04-2023 08:04,no,clap
71,41,13-04-2023 08:04,yes,heart emoji
71,42,13-04-2023 08:04,yes,thumbs up
71,43,13-04-2023 08:04,no,laughing
71,44,13-04-2023 08:04,yes,fire
71,45,13-04-2023 08:04,yes,clap
71,46,13-04-2023 08:04,no,heart emoji
71,47,13-04-2023 08:04,yes,thumbs up
71,48,13-04-2023 08:04,yes,laughing
71,49,13-04-2023 08:04,no,fire
71,50,13-04-2023 08:04,yes,clap
71,51,13-04-2023 08:04,yes,heart emoji
71,52,13-04-2023 08:04,no,thumbs up
71,53,13-04-2023 08:04,yes,laughing
71,54,13-04-2023 08:04,yes,fire
71,55,13-04-2023 08:04,no,clap
71,56,13-04-2023 08:04,yes,heart emoji
71,57,13-04-2023 08:04,yes,thumbs up
71,58,13-04-2023 08:04,no,laughing
71,59,13-04-2023 08:04,yes,fire
71,60,13-04-2023 08:04,yes,clap
71,61,13-04-2023 08:04,no,heart emoji
71,62,13-04-2023 08:04,yes,thumbs up
71,63,13-04-2023 08:04,yes,laughing
71,64,13-04-2023 08:04,no,fire
71,65,13-04-2023 08:04,yes,clap
71,66,13-04-2023 08:04,yes,heart emoji
71,67,13-04-2023 08:04,no,thumbs up
71,68,13-04-2023 08:04,yes,laughing
71,69,13-04-2023 08:04,yes,fire
71,70,13-04-2023 08:04,no,clap
71,71,13-04-2023 08:04,yes,heart emoji
71,72,13-04-2023 08:04,yes,thumbs up
71,73,13-04-2023 08:04,no,laughing
71,74,13-04-2023 08:04,yes,fire
71,75,13-04-2023 08:04,yes,clap
71,76,13-04-2023 08:04,no,heart emoji
71,77,13-04-2023 08:04,yes,thumbs up
71,78,13-04-2023 08:04,yes,laughing
71,79,13-04-2023 08:04,no,fire
71,80,13-04-2023 08:04,yes,clap
71,81,13-04-2023 08:04,yes,heart emoji
71,82,13-04-2023 08:04,no,thumbs up
71,83,13-04-2023 08:04,yes,laughing
71,84,13-04-2023 08:04,yes,fire
71,85,13-04-2023 08:04,no,clap
71,86,13-04-2023 08:04,yes,heart emoji
71,87,13-04-2023 08:04,yes,thumbs up
71,88,13-04-2023 08:04,no,laughing
71,89,13-04-2023 08:04,yes,fire
71,90,13-04-2023 08:04,yes,clap
71,91,13-04-2023 08:04,no,heart emoji
71,92,13-04-2023 08:04,yes,thumbs up
71,93,13-04-2023 08:04,yes,laughing
71,94,13-04-2023 08:04,no,fire
71,95,13-04-2023 08:04,yes,clap
71,96,13-04-2023 08:04,yes,heart emoji
71,97,13-04-2023 08:04,no,thumbs up
71,98,13-04-2023 08:04,yes,laughing
71,99,13-04-2023 08:04,yes,fire
71,100,13-04-2023 08:04,no,clap
71,101,13-04-2023 08:04,yes,heart emoji
71,102,13-04-2023 08:04,yes,thumbs up
71,103,13-04-2023 08:04,no,laughing
71,104,13-04-2023 08:04,yes,fire
71,105,13-04-2023 08:04,yes,clap
71,106,13-04-2023 08:04,no,heart emoji
71,107,13-04-2023 08:04,yes,thumbs up
71,108,13-04-2023 08:04,yes,laughing
71,109,13-04-2023 08:04,no,fire
71,110,13-04-2023 08:04,yes,clap
71,111,13-04-2023 08:04,yes,heart emoji
71,112,13-04-2023 08:04,no,thumbs up
71,113,13-04-2023 08:04,yes,laughing
71,114,13-04-2023 08:04,yes,fire
71,115,13-04-2023 08:04,no,clap
71,116,13-04-2023 08:04,yes,heart emoji
71,117,13-04-2023 08:04,yes,thumbs up
71,118,13-04-2023 08:04,no,laughing
71,119,13-04-2023 08:04,yes,fire
71,120,13-04-2023 08:04,yes,clap
71,121,13-04-2023 08:04,no,heart emoji
71,122,13-04-2023 08:04,yes,thumbs up
71,123,13-04-2023 08:04,yes,laughing
71,124,13-04-2023 08:04,no,fire
71,125,13-04-2023 08:04,yes,clap
71,126,13-04-2023 08:04,yes,heart emoji
71,127,13-04-2023 08:04,no,thumbs up
71,128,13-04-2023 08:04,yes,laughing
71,129,13-04-2023 08:04,yes,fire
71,130,13-04-2023 08:04,no,clap
71,131,13-04-2023 08:04,yes,heart emoji
71,132,13-04-2023 08:04,yes,thumbs up
71,133,13-04-2023 08:04,no,laughing
71,134,13-04-2023 08:04,yes,fire
71,135,13-04-2023 08:04,yes,clap
71,136,13-04-2023 08:04,no,heart emoji
71,137,13-04-2023 08:04,yes,thumbs up
71,138,13-04-2023 08:04,yes,laughing
71,139,13-04-2023 08:04,no,fire
71,140,13-04-2023 08:04,yes,clap
71,141,13-04-2023 08:04,yes,heart emoji
71,142,13-04-2023 08:04,no,thumbs up
71,143,13-04-2023 08:04,yes,laughing
71,144,13-04-2023 08:04,yes,fire
71,145,13-04-2023 08:04,no,clap
71,146,13-04-2023 08:04,yes,heart emoji
71,147,13-04-2023 08:04,yes,thumbs up
71,148,13-04-2023 08:04,no,laughing
71,149,13-04-2023 08:04,yes,fire
71,150,13-04-2023 08:04,yes,clap
71,151,13-04-2023 08:04,no,heart emoji
71,152,13-04-2023 08:04,yes,thumbs up
71,153,13-04-2023 08:04,yes,laughing
71,154,13-04-2023 08:04,no,fire
71,155,13-04-2023 08:04,yes,clap
71,156,13-04-2023 08:04,yes,heart emoji
71,157,13-04-2023 08:04,no,thumbs up
71,158,13-04-2023 08:04,yes,laughing
71,159,13-04-2023 08:04,yes,fire
71,160,13-04-2023 08:04,no,clap
71,161,13-04-2023 08:04,yes,heart emoji
71,162,13-04-2023 08:04,yes,thumbs up
71,163,13-04-2023 08:04,no,laughing
71,164,13-04-2023 08:04,yes,fire
71,165,13-04-2023 08:04,yes,clap
71,166,13-04-2023 08:04,no,heart emoji
71,167,13-04-2023 08:04,yes,thumbs up
71,168,13-04-2023 08:04,yes,laughing
71,169,13-04-2023 08:04,no,fire
71,170,13-04-2023 08:04,yes,clap
71,171,13-04-2023 08:04,yes,heart emoji
71,172,13-04-2023 08:04,no,thumbs up
71,173,13-04-2023 08:04,yes,laughing
71,174,13-04-2023 08:04,yes,fire
71,175,13-04-2023 08:04,no,clap
71,176,13-04-2023 08:04,yes,heart emoji
71,177,13-04-2023 08:04,yes,thumbs up
71,178,13-04-2023 08:04,no,laughing
71,179,13-04-2023 08:04,yes,fire
71,180,13-04-2023 08:04,yes,clap
71,181,13-04-2023 08:04,no,heart emoji
71,182,13-04-2023 08:04,yes,thumbs up
71,183,13-04-2023 08:04,yes,laughing
71,184,13-04-2023 08:04,no,fire
71,185,13-04-2023 08:04,yes,clap
71,186,13-04-2023 08:04,yes,heart emoji
71,187,13-04-2023 08:04,no,thumbs up
71,188,13-04-2023 08:04,yes,laughing
71,189,13-04-2023 08:04,yes,fire
71,190,13-04-2023 08:04,no,clap
71,191,13-04-2023 08:04,yes,heart emoji
71,192,13-04-2023 08:04,yes,thumbs up
71,193,13-04-2023 08:04,no,laughing
71,194,13-04-2023 08:04,yes,fire
71,195,13-04-2023 08:04,yes,clap
71,196,13-04-2023 08:04,no,heart emoji
71,197,13-04-2023 08:04,yes,thumbs up
71,198,13-04-2023 08:04,yes,laughing
71,199,13-04-2023 08:04,no,fire
71,200,13-04-2023 08:04,yes,clap
71,201,13-04-2023 08:04,yes,heart emoji
71,202,13-04-2023 08:04,no,thumbs up
71,203,13-04-2023 08:04,yes,laughing
71,204,13-04-2023 08:04,yes,fire
71,205,13-04-2023 08:04,no,clap
71,206,13-04-2023 08:04,yes,heart emoji
71,207,13-04-2023 08:04,yes,thumbs up
71,208,13-04-2023 08:04,no,laughing
71,209,13-04-2023 08:04,yes,fire
71,210,13-04-2023 08:04,yes,clap
71,211,13-04-2023 08:04,no,heart emoji
71,212,13-04-2023 08:04,yes,thumbs up
71,213,13-04-2023 08:04,yes,laughing
71,214,13-04-2023 08:04,no,fire
71,215,13-04-2023 08:04,yes,clap
71,216,13-04-2023 08:04,yes,heart emoji
71,217,13-04-2023 08:04,no,thumbs up
71,218,13-04-2023 08:04,yes,laughing
71,219,13-04-2023 08:04,yes,fire
71,220,13-04-2023 08:04,no,clap
71,221,13-04-2023 08:04,yes,heart emoji
71,222,13-04-2023 08:04,yes,thumbs up
71,223,13-04-2023 08:04,no,laughing
71,224,13-04-2023 08:04,yes,fire
71,225,13-04-2023 08:04,yes,clap
71,226,13-04-2023 08:04,no,heart emoji
71,227,13-04-2023 08:04,yes,thumbs up
71,228,13-04-2023 08:04,yes,laughing
71,229,13-04-2023 08:04,no,fire
71,230,13-04-2023 08:04,yes,clap
71,231,13-04-2023 08:04,yes,heart emoji
71,232,13-04-2023 08:04,no,thumbs up
71,233,13-04-2023 08:04,yes,laughing
71,234,13-04-2023 08:04,yes,fire
71,235,13-04-2023 08:04,no,clap
71,236,13-04-2023 08:04,yes,heart emoji
71,237,13-04-2023 08:04,yes,thumbs up
71,238,13-04-2023 08:04,no,laughing
71,239,13-04-2023 08:04,yes,fire
71,240,13-04-2023 08:04,yes,clap
71,241,13-04-2023 08:04,no,heart emoji
71,242,13-04-2023 08:04,yes,thumbs up
71,243,13-04-2023 08:04,yes,laughing
71,244,13-04-2023 08:04,no,fire
71,245,13-04-2023 08:04,yes,clap
71,246,13-04-2023 08:04,yes,heart emoji
71,247,13-04-2023 08:04,no,thumbs up
71,248,13-04-2023 08:04,yes,laughing
71,249,13-04-2023 08:04,yes,fire
71,250,13-04-2023 08:04,no,clap
71,251,13-04-2023 08:04,yes,heart emoji
71,252,13-04-2023 08:04,yes,thumbs up
71,253,13-04-2023 08:04,no,laughing
71,254,13-04-2023 08:04,yes,fire
71,255,13-04-2023 08:04,yes,clap
71,256,13-04-2023 08:04,no,heart emoji
71,257,13-04-2023 08:04,yes,thumbs up
72,4,13-04-2023 08:04,yes,laughing
72,7,13-04-2023 08:04,no,fire
72,12,13-04-2023 08:04,yes,clap
72,15,13-04-2023 08:04,yes,heart emoji
72,16,13-04-2023 08:04,no,thumbs up
72,19,13-04-2023 08:04,yes,laughing
72,28,13-04-2023 08:04,yes,fire
72,30,13-04-2023 08:04,no,clap
72,34,13-04-2023 08:04,yes,heart emoji
72,39,13-04-2023 08:04,yes,thumbs up
72,40,13-04-2023 08:04,no,laughing
72,45,13-04-2023 08:04,yes,fire
72,50,13-04-2023 08:04,yes,clap
72,51,13-04-2023 08:04,no,heart emoji
72,55,13-04-2023 08:04,yes,thumbs up
72,57,13-04-2023 08:04,yes,laughing
72,58,13-04-2023 08:04,no,fire
72,61,13-04-2023 08:04,yes,clap
72,65,13-04-2023 08:04,yes,heart emoji
72,70,13-04-2023 08:04,no,thumbs up
72,73,13-04-2023 08:04,yes,laughing
72,86,13-04-2023 08:04,yes,fire
72,87,13-04-2023 08:04,no,clap
72,94,13-04-2023 08:04,yes,heart emoji
72,96,13-04-2023 08:04,yes,thumbs up
72,97,13-04-2023 08:04,no,laughing
72,98,13-04-2023 08:04,yes,fire
72,99,13-04-2023 08:04,yes,clap
72,103,13-04-2023 08:04,no,heart emoji
72,105,13-04-2023 08:04,yes,thumbs up
72,112,13-04-2023 08:04,yes,laughing
72,115,13-04-2023 08:04,no,fire
72,117,13-04-2023 08:04,yes,clap
72,118,13-04-2023 08:04,yes,heart emoji
72,119,13-04-2023 08:04,no,thumbs up
72,123,13-04-2023 08:04,yes,laughing
72,124,13-04-2023 08:04,yes,fire
72,126,13-04-2023 08:04,no,clap
72,127,13-04-2023 08:04,yes,heart emoji
72,130,13-04-2023 08:04,yes,thumbs up
72,132,13-04-2023 08:04,no,laughing
72,137,13-04-2023 08:04,yes,fire
72,141,13-04-2023 08:04,yes,clap
72,142,13-04-2023 08:04,no,heart emoji
72,144,13-04-2023 08:04,yes,thumbs up
72,145,13-04-2023 08:04,yes,laughing
72,146,13-04-2023 08:04,no,fire
72,151,13-04-2023 08:04,yes,clap
72,154,13-04-2023 08:04,yes,heart emoji
72,160,13-04-2023 08:04,no,thumbs up
72,161,13-04-2023 08:04,yes,laughing
72,162,13-04-2023 08:04,yes,fire
72,164,13-04-2023 08:04,no,clap
72,165,13-04-2023 08:04,yes,heart emoji
72,170,13-04-2023 08:04,yes,thumbs up
72,173,13-04-2023 08:04,no,laughing
72,179,13-04-2023 08:04,yes,fire
72,182,13-04-2023 08:04,yes,clap
72,183,13-04-2023 08:04,no,heart emoji
72,185,13-04-2023 08:04,yes,thumbs up
72,186,13-04-2023 08:04,yes,laughing
72,191,13-04-2023 08:04,no,fire
72,196,13-04-2023 08:04,yes,clap
72,197,13-04-2023 08:04,yes,heart emoji
72,198,13-04-2023 08:04,no,thumbs up
72,202,13-04-2023 08:04,yes,laughing
72,203,13-04-2023 08:04,yes,fire
72,204,13-04-2023 08:04,no,clap
72,205,13-04-2023 08:04,yes,heart emoji
72,209,13-04-2023 08:04,yes,thumbs up
72,210,13-04-2023 08:04,no,laughing
72,215,13-04-2023 08:04,yes,fire
72,218,13-04-2023 08:04,yes,clap
72,223,13-04-2023 08:04,no,heart emoji
72,225,13-04-2023 08:04,yes,thumbs up
72,227,13-04-2023 08:04,yes,laughing
72,228,13-04-2023 08:04,no,fire
72,233,13-04-2023 08:04,yes,clap
72,234,13-04-2023 08:04,yes,heart emoji
72,235,13-04-2023 08:04,no,thumbs up
72,242,13-04-2023 08:04,yes,laughing
72,243,13-04-2023 08:04,yes,fire
72,246,13-04-2023 08:04,no,clap
72,249,13-04-2023 08:04,yes,heart emoji
72,251,13-04-2023 08:04,yes,thumbs up
73,7,13-04-2023 08:04,no,laughing
73,8,13-04-2023 08:04,yes,fire
73,9,13-04-2023 08:04,yes,clap
73,16,13-04-2023 08:04,no,heart emoji
73,18,13-04-2023 08:04,yes,thumbs up
73,21,13-04-2023 08:04,yes,laughing
73,23,13-04-2023 08:04,no,fire
73,24,13-04-2023 08:04,yes,clap
73,26,13-04-2023 08:04,yes,heart emoji
73,29,13-04-2023 08:04,no,thumbs up
73,30,13-04-2023 08:04,yes,laughing
73,31,13-04-2023 08:04,yes,fire
73,34,13-04-2023 08:04,no,clap
73,39,13-04-2023 08:04,yes,heart emoji
73,41,13-04-2023 08:04,yes,thumbs up
73,42,13-04-2023 08:04,no,laughing
73,44,13-04-2023 08:04,yes,fire
73,45,13-04-2023 08:04,yes,clap
73,46,13-04-2023 08:04,no,heart emoji
73,47,13-04-2023 08:04,yes,thumbs up
73,49,13-04-2023 08:04,yes,laughing
73,53,13-04-2023 08:04,no,fire
73,54,13-04-2023 08:04,yes,clap
73,56,13-04-2023 08:04,yes,heart emoji
73,58,13-04-2023 08:04,no,thumbs up
73,59,13-04-2023 08:04,yes,laughing
73,60,13-04-2023 08:04,yes,fire
73,61,13-04-2023 08:04,no,clap
73,63,13-04-2023 08:04,yes,heart emoji
73,64,13-04-2023 08:04,yes,thumbs up
73,69,13-04-2023 08:04,no,laughing
73,78,13-04-2023 08:04,yes,fire
73,86,13-04-2023 08:04,yes,clap
73,91,13-04-2023 08:04,no,heart emoji
73,95,13-04-2023 08:04,yes,thumbs up
73,98,13-04-2023 08:04,yes,laughing
73,105,13-04-2023 08:04,no,fire
73,112,13-04-2023 08:04,yes,clap
73,114,13-04-2023 08:04,yes,heart emoji
73,120,13-04-2023 08:04,no,thumbs up
73,123,13-04-2023 08:04,yes,laughing
73,124,13-04-2023 08:04,yes,fire
73,127,13-04-2023 08:04,no,clap
73,131,13-04-2023 08:04,yes,heart emoji
73,132,13-04-2023 08:04,yes,thumbs up
73,133,13-04-2023 08:04,no,laughing
73,135,13-04-2023 08:04,yes,fire
73,142,13-04-2023 08:04,yes,clap
73,144,13-04-2023 08:04,no,heart emoji
73,147,13-04-2023 08:04,yes,thumbs up
73,155,13-04-2023 08:04,yes,laughing
73,157,13-04-2023 08:04,no,fire
73,167,13-04-2023 08:04,yes,clap
73,168,13-04-2023 08:04,yes,heart emoji
73,171,13-04-2023 08:04,no,thumbs up
73,176,13-04-2023 08:04,yes,laughing
73,180,13-04-2023 08:04,yes,fire
73,182,13-04-2023 08:04,no,clap
73,183,13-04-2023 08:04,yes,heart emoji
73,184,13-04-2023 08:04,yes,thumbs up
73,186,13-04-2023 08:04,no,laughing
73,187,13-04-2023 08:04,yes,fire
73,190,13-04-2023 08:04,yes,clap
73,193,13-04-2023 08:04,no,heart emoji
73,197,13-04-2023 08:04,yes,thumbs up
73,199,13-04-2023 08:04,yes,laughing
73,200,13-04-2023 08:04,no,fire
73,203,13-04-2023 08:04,yes,clap
73,204,13-04-2023 08:04,yes,heart emoji
73,206,13-04-2023 08:04,no,thumbs up
73,211,13-04-2023 08:04,yes,laughing
73,217,13-04-2023 08:04,yes,fire
73,218,13-04-2023 08:04,no,clap
73,219,13-04-2023 08:04,yes,heart emoji
73,220,13-04-2023 08:04,yes,thumbs up
73,223,13-04-2023 08:04,no,laughing
73,231,13-04-2023 08:04,yes,fire
73,233,13-04-2023 08:04,yes,clap
73,234,13-04-2023 08:04,no,heart emoji
73,235,13-04-2023 08:04,yes,thumbs up
73,237,13-04-2023 08:04,yes,laughing
73,241,13-04-2023 08:04,no,fire
73,242,13-04-2023 08:04,yes,clap
73,252,13-04-2023 08:04,yes,heart emoji
73,254,13-04-2023 08:04,no,thumbs up
73,257,13-04-2023 08:04,yes,laughing
75,1,13-04-2023 08:04,yes,fire
75,2,13-04-2023 08:04,no,clap
75,3,13-04-2023 08:04,yes,heart emoji
75,4,13-04-2023 08:04,yes,thumbs up
75,5,13-04-2023 08:04,no,laughing
75,6,13-04-2023 08:04,yes,fire
75,7,13-04-2023 08:04,yes,clap
75,8,13-04-2023 08:04,no,heart emoji
75,9,13-04-2023 08:04,yes,thumbs up
75,10,13-04-2023 08:04,yes,laughing
75,11,13-04-2023 08:04,no,fire
75,12,13-04-2023 08:04,yes,clap
75,13,13-04-2023 08:04,yes,heart emoji
75,14,13-04-2023 08:04,no,thumbs up
75,15,13-04-2023 08:04,yes,laughing
75,16,13-04-2023 08:04,yes,fire
75,17,13-04-2023 08:04,no,clap
75,18,13-04-2023 08:04,yes,heart emoji
75,19,13-04-2023 08:04,yes,thumbs up
75,20,13-04-2023 08:04,no,laughing
75,21,13-04-2023 08:04,yes,fire
75,22,13-04-2023 08:04,yes,clap
75,23,13-04-2023 08:04,no,heart emoji
75,24,13-04-2023 08:04,yes,thumbs up
75,25,13-04-2023 08:04,yes,laughing
75,26,13-04-2023 08:04,no,fire
75,27,13-04-2023 08:04,yes,clap
75,28,13-04-2023 08:04,yes,heart emoji
75,29,13-04-2023 08:04,no,thumbs up
75,30,13-04-2023 08:04,yes,laughing
75,31,13-04-2023 08:04,yes,fire
75,32,13-04-2023 08:04,no,clap
75,33,13-04-2023 08:04,yes,heart emoji
75,34,13-04-2023 08:04,yes,thumbs up
75,35,13-04-2023 08:04,no,laughing
75,36,13-04-2023 08:04,yes,fire
75,37,13-04-2023 08:04,yes,clap
75,38,13-04-2023 08:04,no,heart emoji
75,39,13-04-2023 08:04,yes,thumbs up
75,40,13-04-2023 08:04,yes,laughing
75,41,13-04-2023 08:04,no,fire
75,42,13-04-2023 08:04,yes,clap
75,43,13-04-2023 08:04,yes,heart emoji
75,44,13-04-2023 08:04,no,thumbs up
75,45,13-04-2023 08:04,yes,laughing
75,46,13-04-2023 08:04,yes,fire
75,47,13-04-2023 08:04,no,clap
75,48,13-04-2023 08:04,yes,heart emoji
75,49,13-04-2023 08:04,yes,thumbs up
75,50,13-04-2023 08:04,no,laughing
75,51,13-04-2023 08:04,yes,fire
75,52,13-04-2023 08:04,yes,clap
75,53,13-04-2023 08:04,no,heart emoji
75,54,13-04-2023 08:04,yes,thumbs up
75,55,13-04-2023 08:04,yes,laughing
75,56,13-04-2023 08:04,no,fire
75,57,13-04-2023 08:04,yes,clap
75,58,13-04-2023 08:04,yes,heart emoji
75,59,13-04-2023 08:04,no,thumbs up
75,60,13-04-2023 08:04,yes,laughing
75,61,13-04-2023 08:04,yes,fire
75,62,13-04-2023 08:04,no,clap
75,63,13-04-2023 08:04,yes,heart emoji
75,64,13-04-2023 08:04,yes,thumbs up
75,65,13-04-2023 08:04,no,laughing
75,66,13-04-2023 08:04,yes,fire
75,67,13-04-2023 08:04,yes,clap
75,68,13-04-2023 08:04,no,heart emoji
75,69,13-04-2023 08:04,yes,thumbs up
75,70,13-04-2023 08:04,yes,laughing
75,71,13-04-2023 08:04,no,fire
75,72,13-04-2023 08:04,yes,clap
75,73,13-04-2023 08:04,yes,heart emoji
75,74,13-04-2023 08:04,no,thumbs up
75,75,13-04-2023 08:04,yes,laughing
75,76,13-04-2023 08:04,yes,fire
75,77,13-04-2023 08:04,no,clap
75,78,13-04-2023 08:04,yes,heart emoji
75,79,13-04-2023 08:04,yes,thumbs up
75,80,13-04-2023 08:04,no,laughing
75,81,13-04-2023 08:04,yes,fire
75,82,13-04-2023 08:04,yes,clap
75,83,13-04-2023 08:04,no,heart emoji
75,84,13-04-2023 08:04,yes,thumbs up
75,85,13-04-2023 08:04,yes,laughing
75,86,13-04-2023 08:04,no,fire
75,87,13-04-2023 08:04,yes,clap
75,88,13-04-2023 08:04,yes,heart emoji
75,89,13-04-2023 08:04,no,thumbs up
75,90,13-04-2023 08:04,yes,laughing
75,91,13-04-2023 08:04,yes,fire
75,92,13-04-2023 08:04,no,clap
75,93,13-04-2023 08:04,yes,heart emoji
75,94,13-04-2023 08:04,yes,thumbs up
75,95,13-04-2023 08:04,no,laughing
75,96,13-04-2023 08:04,yes,fire
75,97,13-04-2023 08:04,yes,clap
75,98,13-04-2023 08:04,no,heart emoji
75,99,13-04-2023 08:04,yes,thumbs up
75,100,13-04-2023 08:04,yes,laughing
75,101,13-04-2023 08:04,no,fire
75,102,13-04-2023 08:04,yes,clap
75,103,13-04-2023 08:04,yes,heart emoji
75,104,13-04-2023 08:04,no,thumbs up
75,105,13-04-2023 08:04,yes,laughing
75,106,13-04-2023 08:04,yes,fire
75,107,13-04-2023 08:04,no,clap
75,108,13-04-2023 08:04,yes,heart emoji
75,109,13-04-2023 08:04,yes,thumbs up
75,110,13-04-2023 08:04,no,laughing
75,111,13-04-2023 08:04,yes,fire
75,112,13-04-2023 08:04,yes,clap
75,113,13-04-2023 08:04,no,heart emoji
75,114,13-04-2023 08:04,yes,thumbs up
75,115,13-04-2023 08:04,yes,laughing
75,116,13-04-2023 08:04,no,fire
75,117,13-04-2023 08:04,yes,clap
75,118,13-04-2023 08:04,yes,heart emoji
75,119,13-04-2023 08:04,no,thumbs up
75,120,13-04-2023 08:04,yes,laughing
75,121,13-04-2023 08:04,yes,fire
75,122,13-04-2023 08:04,no,clap
75,123,13-04-2023 08:04,yes,heart emoji
75,124,13-04-2023 08:04,yes,thumbs up
75,125,13-04-2023 08:04,no,laughing
75,126,13-04-2023 08:04,yes,fire
75,127,13-04-2023 08:04,yes,clap
75,128,13-04-2023 08:04,no,heart emoji
75,129,13-04-2023 08:04,yes,thumbs up
75,130,13-04-2023 08:04,yes,laughing
75,131,13-04-2023 08:04,no,fire
75,132,13-04-2023 08:04,yes,clap
75,133,13-04-2023 08:04,yes,heart emoji
75,134,13-04-2023 08:04,no,thumbs up
75,135,13-04-2023 08:04,yes,laughing
75,136,13-04-2023 08:04,yes,fire
75,137,13-04-2023 08:04,no,clap
75,138,13-04-2023 08:04,yes,heart emoji
75,139,13-04-2023 08:04,yes,thumbs up
75,140,13-04-2023 08:04,no,laughing
75,141,13-04-2023 08:04,yes,fire
75,142,13-04-2023 08:04,yes,clap
75,143,13-04-2023 08:04,no,heart emoji
75,144,13-04-2023 08:04,yes,thumbs up
75,145,13-04-2023 08:04,yes,laughing
75,146,13-04-2023 08:04,no,fire
75,147,13-04-2023 08:04,yes,clap
75,148,13-04-2023 08:04,yes,heart emoji
75,149,13-04-2023 08:04,no,thumbs up
75,150,13-04-2023 08:04,yes,laughing
75,151,13-04-2023 08:04,yes,fire
75,152,13-04-2023 08:04,no,clap
75,153,13-04-2023 08:04,yes,heart emoji
75,154,13-04-2023 08:04,yes,thumbs up
75,155,13-04-2023 08:04,no,laughing
75,156,13-04-2023 08:04,yes,fire
75,157,13-04-2023 08:04,yes,clap
75,158,13-04-2023 08:04,no,heart emoji
75,159,13-04-2023 08:04,yes,thumbs up
75,160,13-04-2023 08:04,yes,laughing
75,161,13-04-2023 08:04,no,fire
75,162,13-04-2023 08:04,yes,clap
75,163,13-04-2023 08:04,yes,heart emoji
75,164,13-04-2023 08:04,no,thumbs up
75,165,13-04-2023 08:04,yes,laughing
